HGNC ID,Approved symbol,Approved name,Status,Locus type,NCBI Gene ID(supplied by NCBI),OMIM ID(supplied by OMIM),,,,
HGNC:30697,ITFG1,integrin alpha FG-GAP repeat containing 1,Approved,gene with protein product,81533,611803,,,,
HGNC:51383,ITFG1-AS1,ITFG1 antisense RNA 1,Approved,RNA, long non-coding,101927102,,,,
HGNC:30879,ITFG2,integrin alpha FG-GAP repeat containing 2,Approved,gene with protein product,55846,617421,,,,
HGNC:53128,ITFG2-AS1,ITFG2 antisense RNA 1,Approved,RNA, long non-coding,283440,,,,
HGNC:6134,ITGA1,integrin subunit alpha 1,Approved,gene with protein product,3672,192968,,,,
HGNC:6137,ITGA2,integrin subunit alpha 2,Approved,gene with protein product,3673,192974,,,,
HGNC:40306,ITGA2-AS1,ITGA2 antisense RNA 1,Approved,RNA, long non-coding,121232372,,,,
HGNC:6138,ITGA2B,integrin subunit alpha 2b,Approved,gene with protein product,3674,607759,,,,
HGNC:6139,ITGA3,integrin subunit alpha 3,Approved,gene with protein product,3675,605025,,,,
HGNC:6140,ITGA4,integrin subunit alpha 4,Approved,gene with protein product,3676,192975,,,,
HGNC:6141,ITGA5,integrin subunit alpha 5,Approved,gene with protein product,3678,135620,,,,
HGNC:6142,ITGA6,integrin subunit alpha 6,Approved,gene with protein product,3655,147556,,,,
HGNC:40308,ITGA6-AS1,ITGA6 antisense RNA 1,Approved,RNA, long non-coding,101929947,,,,
HGNC:6143,ITGA7,integrin subunit alpha 7,Approved,gene with protein product,3679,600536,,,,
HGNC:6144,ITGA8,integrin subunit alpha 8,Approved,gene with protein product,8516,604063,,,,
HGNC:6145,ITGA9,integrin subunit alpha 9,Approved,gene with protein product,3680,603963,,,,
HGNC:49668,ITGA9-AS1,ITGA9 antisense RNA 1,Approved,RNA, long non-coding,101928153,,,,
HGNC:6135,ITGA10,integrin subunit alpha 10,Approved,gene with protein product,8515,604042,,,,
HGNC:6136,ITGA11,integrin subunit alpha 11,Approved,gene with protein product,22801,604789,,,,
HGNC:6146,ITGAD,integrin subunit alpha D,Approved,gene with protein product,3681,602453,,,,
HGNC:6147,ITGAE,integrin subunit alpha E,Approved,gene with protein product,3682,604682,,,,
HGNC:6148,ITGAL,integrin subunit alpha L,Approved,gene with protein product,3683,153370,,,,
HGNC:6149,ITGAM,integrin subunit alpha M,Approved,gene with protein product,3684,120980,,,,
HGNC:6150,ITGAV,integrin subunit alpha V,Approved,gene with protein product,3685,193210,,,,
HGNC:6152,ITGAX,integrin subunit alpha X,Approved,gene with protein product,3687,151510,,,,
HGNC:6153,ITGB1,integrin subunit beta 1,Approved,gene with protein product,3688,135630,,,,
HGNC:53718,ITGB1-DT,ITGB1 divergent transcript,Approved,RNA, long non-coding,101929475,,,,
HGNC:23927,ITGB1BP1,integrin subunit beta 1 binding protein 1,Approved,gene with protein product,9270,607153,,,,
HGNC:6154,ITGB1BP2,integrin subunit beta 1 binding protein 2,Approved,gene with protein product,26548,300332,,,,
HGNC:3781,ITGB1P1,integrin subunit beta 1 pseudogene 1,Approved,pseudogene,100422691,,,,,
HGNC:6155,ITGB2,integrin subunit beta 2,Approved,gene with protein product,3689,600065,,,,
HGNC:44304,ITGB2-AS1,ITGB2 antisense RNA 1,Approved,RNA, long non-coding,100505746,,,,
HGNC:6156,ITGB3,integrin subunit beta 3,Approved,gene with protein product,3690,173470,,,,
HGNC:6157,ITGB3BP,integrin subunit beta 3 binding protein,Approved,gene with protein product,23421,605494,,,,
HGNC:6158,ITGB4,integrin subunit beta 4,Approved,gene with protein product,3691,147557,,,,
HGNC:6160,ITGB5,integrin subunit beta 5,Approved,gene with protein product,3693,147561,,,,
HGNC:40309,ITGB5-AS1,ITGB5 antisense RNA 1,Approved,RNA, long non-coding,100873992,,,,
HGNC:6161,ITGB6,integrin subunit beta 6,Approved,gene with protein product,3694,147558,,,,
HGNC:6162,ITGB7,integrin subunit beta 7,Approved,gene with protein product,3695,147559,,,,
HGNC:6163,ITGB8,integrin subunit beta 8,Approved,gene with protein product,3696,604160,,,,
HGNC:55257,ITGB8-AS1,ITGB8 antisense RNA 1,Approved,RNA, long non-coding,101927811,,,,
HGNC:6164,ITGBL1,integrin subunit beta like 1,Approved,gene with protein product,9358,604234,,,,
HGNC:6166,ITIH1,inter-alpha-trypsin inhibitor heavy chain 1,Approved,gene with protein product,3697,147270,,,,
HGNC:6167,ITIH2,inter-alpha-trypsin inhibitor heavy chain 2,Approved,gene with protein product,3698,146640,,,,
HGNC:6168,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3,Approved,gene with protein product,3699,146650,,,,
HGNC:6169,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4,Approved,gene with protein product,3700,600564,,,,
HGNC:40310,ITIH4-AS1,ITIH4 antisense RNA 1,Approved,RNA, long non-coding,100873993,,,,
HGNC:21449,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,Approved,gene with protein product,80760,609783,,,,
HGNC:28907,ITIH6,inter-alpha-trypsin inhibitor heavy chain family member 6,Approved,gene with protein product,347365,,,,,
HGNC:6171,ITK,IL2 inducible T cell kinase,Approved,gene with protein product,3702,186973,,,,
HGNC:18259,ITLN1,intelectin 1,Approved,gene with protein product,55600,609873,,,,
HGNC:20599,ITLN2,intelectin 2,Approved,gene with protein product,142683,609874,,,,
HGNC:6173,ITM2A,integral membrane protein 2A,Approved,gene with protein product,9452,300222,,,,
HGNC:6174,ITM2B,integral membrane protein 2B,Approved,gene with protein product,9445,603904,,,,
HGNC:20919,ITM2BP1,integral membrane protein 2B pseudogene 1,Approved,pseudogene,100420308,,,,,
HGNC:6175,ITM2C,integral membrane protein 2C,Approved,gene with protein product,81618,609554,,,,
HGNC:6176,ITPA,inosine triphosphatase,Approved,gene with protein product,3704,147520,,,,
HGNC:6177,ITPK1,inositol-tetrakisphosphate 1-kinase,Approved,gene with protein product,3705,601838,,,,
HGNC:20132,ITPK1-AS1,ITPK1 antisense RNA 1,Approved,RNA, long non-coding,319085,,,,
HGNC:54951,ITPK1P1,ITPK1 pseudogene 1,Approved,pseudogene,100421108,,,,,
HGNC:6178,ITPKA,inositol-trisphosphate 3-kinase A,Approved,gene with protein product,3706,147521,,,,
HGNC:6179,ITPKB,inositol-trisphosphate 3-kinase B,Approved,gene with protein product,3707,147522,,,,
HGNC:40312,ITPKB-AS1,ITPKB antisense RNA 1,Approved,RNA, long non-coding,100873994,,,,
HGNC:41349,ITPKB-IT1,ITPKB intronic transcript 1,Approved,RNA, long non-coding,100506443,,,,
HGNC:14897,ITPKC,inositol-trisphosphate 3-kinase C,Approved,gene with protein product,80271,606476,,,,
HGNC:6180,ITPR1,inositol 1,4,5-trisphosphate receptor type 1,Approved,gene with protein product,3708,147265,,
HGNC:44470,ITPR1-DT,ITPR1 divergent transcript,Approved,RNA, long non-coding,100996539,,,,
HGNC:6181,ITPR2,inositol 1,4,5-trisphosphate receptor type 2,Approved,gene with protein product,3709,600144,,
HGNC:56072,ITPR2-AS1,ITPR2 and SSPN antisense RNA 1,Approved,RNA, long non-coding,123706521,,,,
HGNC:6182,ITPR3,inositol 1,4,5-trisphosphate receptor type 3,Approved,gene with protein product,3710,147267,,
HGNC:56127,ITPR3-AS1,ITPR3 antisense RNA 1,Approved,RNA, long non-coding,101929188,,,,
HGNC:27363,ITPRID1,ITPR interacting domain containing 1,Approved,gene with protein product,223075,,,,,
HGNC:11319,ITPRID2,ITPR interacting domain containing 2,Approved,gene with protein product,6744,118990,,,,
HGNC:55386,ITPRID2-DT,ITPRID2 divergent transcript,Approved,RNA, long non-coding,119863860,,,,
HGNC:29370,ITPRIP,inositol 1,4,5-trisphosphate receptor interacting protein,Approved,gene with protein product,85450,,,
HGNC:54100,ITPRIP-AS1,ITPRIP antisense RNA 1,Approved,RNA, long non-coding,101927472,,,,
HGNC:29371,ITPRIPL1,ITPRIP like 1,Approved,gene with protein product,150771,,,,,
HGNC:27257,ITPRIPL2,ITPRIP like 2,Approved,gene with protein product,162073,,,,,
HGNC:6183,ITSN1,intersectin 1,Approved,gene with protein product,6453,602442,,,,
HGNC:6184,ITSN2,intersectin 2,Approved,gene with protein product,50618,604464,,,,
HGNC:56237,IUR1,imatinib upregulated ABL suppressing lncRNA 1,Approved,RNA, long non-coding,105369381,,,,
HGNC:6186,IVD,isovaleryl-CoA dehydrogenase,Approved,gene with protein product,3712,607036,,,,
HGNC:6187,IVL,involucrin,Approved,gene with protein product,3713,147360,,,,
HGNC:16951,IVNS1ABP,influenza virus NS1A binding protein,Approved,gene with protein product,10625,609209,,,,
HGNC:25467,IWS1,interacts with SUPT6H, CTD assembly factor 1,Approved,gene with protein product,55677,,,,
HGNC:21071,IYD,iodotyrosine deiodinase,Approved,gene with protein product,389434,612025,,,,
HGNC:28539,IZUMO1,izumo sperm-oocyte fusion 1,Approved,gene with protein product,284359,609278,,,,
HGNC:32565,IZUMO1R,IZUMO1 receptor, JUNO,Approved,gene with protein product,390243,615737,,,
HGNC:28518,IZUMO2,IZUMO family member 2,Approved,gene with protein product,126123,618895,,,,
HGNC:31421,IZUMO3,IZUMO family member 3,Approved,gene with protein product,100129669,618896,,,,
HGNC:26950,IZUMO4,IZUMO family member 4,Approved,gene with protein product,113177,618897,,,,
HGNC:30027,JADE1,jade family PHD finger 1,Approved,gene with protein product,79960,610514,,,,
HGNC:22984,JADE2,jade family PHD finger 2,Approved,gene with protein product,23338,610515,,,,
HGNC:22982,JADE3,jade family PHD finger 3,Approved,gene with protein product,9767,300618,,,,
HGNC:48601,JADRR,JADE1 adjacent regulatory RNA,Approved,RNA, long non-coding,101669763,,,,
HGNC:6188,JAG1,jagged canonical Notch ligand 1,Approved,gene with protein product,182,601920,,,,
HGNC:6189,JAG2,jagged canonical Notch ligand 2,Approved,gene with protein product,3714,602570,,,,
HGNC:26926,JAGN1,jagunal homolog 1,Approved,gene with protein product,84522,616012,,,,
HGNC:6190,JAK1,Janus kinase 1,Approved,gene with protein product,3716,147795,,,,
HGNC:6192,JAK2,Janus kinase 2,Approved,gene with protein product,3717,147796,,,,
HGNC:6193,JAK3,Janus kinase 3,Approved,gene with protein product,3718,600173,,,,
HGNC:26460,JAKMIP1,janus kinase and microtubule interacting protein 1,Approved,gene with protein product,152789,611195,,,,
HGNC:27728,JAKMIP1-DT,JAKMIP1 divergent transcript,Approved,RNA, long non-coding,285484,,,,
HGNC:29067,JAKMIP2,janus kinase and microtubule interacting protein 2,Approved,gene with protein product,9832,611197,,,,
HGNC:27203,JAKMIP2-AS1,JAKMIP2 antisense RNA 1,Approved,RNA, long non-coding,153469,,,,
HGNC:23523,JAKMIP3,Janus kinase and microtubule interacting protein 3,Approved,gene with protein product,282973,611198,,,,
HGNC:55678,JAKMIP3-AS1,JAKMIP3 antisense RNA 1,Approved,RNA, long non-coding,105378567,,,,
HGNC:14686,JAM2,junctional adhesion molecule 2,Approved,gene with protein product,58494,606870,,,,
HGNC:15532,JAM3,junctional adhesion molecule 3,Approved,gene with protein product,83700,606871,,,,
HGNC:19084,JAML,junction adhesion molecule like,Approved,gene with protein product,120425,609770,,,,
HGNC:6196,JARID2,jumonji and AT-rich interaction domain containing 2,Approved,gene with protein product,3720,601594,,,,
HGNC:40314,JARID2-AS1,JARID2 antisense RNA 1,Approved,RNA, long non-coding,100506681,,,,
HGNC:55240,JARID2-DT,JARID2 divergent transcript,Approved,RNA, long non-coding,118597839,,,,
HGNC:28917,JAZF1,JAZF zinc finger 1,Approved,gene with protein product,221895,606246,,,,
HGNC:41218,JAZF1-AS1,JAZF1 antisense RNA 1,Approved,RNA, long non-coding,100128081,,,,
HGNC:29283,JCAD,junctional cadherin 5 associated,Approved,gene with protein product,57608,614398,,,,
HGNC:54491,JCADP1,JCAD pseudogene 1,Approved,pseudogene,729056,,,,,
HGNC:5713,JCHAIN,joining chain of multimeric IgA and IgM,Approved,gene with protein product,3512,147790,,,,
HGNC:5714,JCHAINP1,joining chain of multimeric IgA and IgM pseudogene 1,Approved,pseudogene,3513,,,,,
HGNC:17546,JDP2,Jun dimerization protein 2,Approved,gene with protein product,122953,608657,,,,
HGNC:55424,JDP2-AS1,JDP2 antisense RNA 1,Approved,RNA, long non-coding,101928377,,,,
HGNC:26288,JHY,junctional cadherin complex regulator,Approved,gene with protein product,79864,617594,,,,
HGNC:20184,JKAMP,JNK1/MAPK8 associated membrane protein,Approved,gene with protein product,51528,611176,,,,
HGNC:49759,JKAMPP1,JNK1/MAPK8-associated membrane protein pseudogene 1,Approved,pseudogene,100049717,,,,,
HGNC:12313,JMJD1C,jumonji domain containing 1C,Approved,gene with protein product,221037,604503,,,,
HGNC:28222,JMJD1C-AS1,JMJD1C antisense RNA 1,Approved,RNA, long non-coding,84989,,,,
HGNC:56170,JMJD1C-AS2,JMJD1C antisense RNA 2,Approved,RNA, long non-coding,105378330,,,,
HGNC:25724,JMJD4,jumonji domain containing 4,Approved,gene with protein product,65094,,,,,
HGNC:56520,JMJD4P1,JMJD4 pseudogene 1,Approved,pseudogene,100130760,,,,,
HGNC:19355,JMJD6,jumonji domain containing 6, arginine demethylase and lysine hydroxylase,Approved,gene with protein product,23210,604914,,,
HGNC:34397,JMJD7,jumonji domain containing 7,Approved,gene with protein product,100137047,,,,,
HGNC:34449,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough,Approved,readthrough,8681,,,,,
HGNC:14148,JMJD8,jumonji domain containing 8,Approved,gene with protein product,339123,,,,,
HGNC:28916,JMY,junction mediating and regulatory protein, p53 cofactor,Approved,gene with protein product,133746,604279,,,
HGNC:28953,JOSD1,Josephin domain containing 1,Approved,gene with protein product,9929,615323,,,,
HGNC:28853,JOSD2,Josephin domain containing 2,Approved,gene with protein product,126119,615324,,,,
HGNC:14201,JPH1,junctophilin 1,Approved,gene with protein product,56704,605266,,,,
HGNC:14202,JPH2,junctophilin 2,Approved,gene with protein product,57158,605267,,,,
HGNC:14203,JPH3,junctophilin 3,Approved,gene with protein product,57338,605268,,,,
HGNC:20156,JPH4,junctophilin 4,Approved,gene with protein product,84502,619863,,,,
HGNC:14569,JPT1,Jupiter microtubule associated homolog 1,Approved,gene with protein product,51155,619242,,,,
HGNC:54768,JPT1P1,JPT1 pseudogene 1,Approved,pseudogene,100130171,,,,,
HGNC:14137,JPT2,Jupiter microtubule associated homolog 2,Approved,gene with protein product,90861,619241,,,,
HGNC:37191,JPX,JPX transcript, XIST activator,Approved,RNA, long non-coding,554203,300832,,
HGNC:6199,JRK,Jrk helix-turn-helix protein,Approved,gene with protein product,8629,603210,,,,
HGNC:6200,JRKL,JRK like,Approved,gene with protein product,8690,603211,,,,
HGNC:43670,JRKL-AS1,JRKL antisense RNA 1,Approved,RNA, long non-coding,100874053,,,,
HGNC:24963,JSRP1,junctional sarcoplasmic reticulum protein 1,Approved,gene with protein product,126306,608743,,,,
HGNC:6201,JTB,jumping translocation breakpoint,Approved,gene with protein product,10899,604671,,,,
HGNC:56047,JTB-DT,JTB divergent transcript,Approved,RNA, long non-coding,123706540,,,,
HGNC:39180,JTBP1,jumping translocation breakpoint pseudogene 1,Approved,pseudogene,100874254,,,,,
HGNC:6204,JUN,Jun proto-oncogene, AP-1 transcription factor subunit,Approved,gene with protein product,3725,165160,,,
HGNC:6205,JUNB,JunB proto-oncogene, AP-1 transcription factor subunit,Approved,gene with protein product,3726,165161,,,
HGNC:6206,JUND,JunD proto-oncogene, AP-1 transcription factor subunit,Approved,gene with protein product,3727,165162,,,
HGNC:6207,JUP,junction plakoglobin,Approved,gene with protein product,3728,173325,,,,
HGNC:21031,KAAG1,kidney associated DCDC2 antisense RNA 1,Approved,RNA, long non-coding,353219,608211,,,
HGNC:4814,KALRN,kalirin RhoGEF kinase,Approved,gene with protein product,8997,604605,,,,
HGNC:19309,KANK1,KN motif and ankyrin repeat domains 1,Approved,gene with protein product,23189,607704,,,,
HGNC:52337,KANK1P1,KN motif and ankyrin repeat domains 1 pseudogene 1,Approved,pseudogene,100862705,,,,,
HGNC:29300,KANK2,KN motif and ankyrin repeat domains 2,Approved,gene with protein product,25959,614610,,,,
HGNC:24796,KANK3,KN motif and ankyrin repeat domains 3,Approved,gene with protein product,256949,614611,,,,
HGNC:27263,KANK4,KN motif and ankyrin repeat domains 4,Approved,gene with protein product,163782,614612,,,,
HGNC:24565,KANSL1,KAT8 regulatory NSL complex subunit 1,Approved,gene with protein product,284058,612452,,,,
HGNC:43740,KANSL1-AS1,KANSL1 antisense RNA 1,Approved,RNA, long non-coding,644246,,,,
HGNC:26310,KANSL1L,KAT8 regulatory NSL complex subunit 1 like,Approved,gene with protein product,151050,613833,,,,
HGNC:41139,KANSL1L-AS1,KANSL1L antisense RNA 1,Approved,RNA, long non-coding,101928020,,,,
HGNC:26024,KANSL2,KAT8 regulatory NSL complex subunit 2,Approved,gene with protein product,54934,615488,,,,
HGNC:25473,KANSL3,KAT8 regulatory NSL complex subunit 3,Approved,gene with protein product,55683,617742,,,,
HGNC:49510,KANTR,KANTR integral membrane protein,Approved,gene with protein product,102723508,301019,,,,
HGNC:6215,KARS1,lysyl-tRNA synthetase 1,Approved,gene with protein product,3735,601421,,,,
HGNC:39207,KARS1P1,lysyl-tRNA synthetase 1 pseudogene 1,Approved,pseudogene,100419558,,,,,
HGNC:39208,KARS1P2,lysyl-tRNA synthetase 1 pseudogene 2,Approved,pseudogene,100419560,,,,,
HGNC:39209,KARS1P3,lysyl-tRNA synthetase 1 pseudogene 3,Approved,pseudogene,100132079,,,,,
HGNC:26520,KASH5,KASH domain containing 5,Approved,gene with protein product,147872,618125,,,,
HGNC:4201,KAT2A,lysine acetyltransferase 2A,Approved,gene with protein product,2648,602301,,,,
HGNC:8638,KAT2B,lysine acetyltransferase 2B,Approved,gene with protein product,8850,602303,,,,
HGNC:5275,KAT5,lysine acetyltransferase 5,Approved,gene with protein product,10524,601409,,,,
HGNC:13013,KAT6A,lysine acetyltransferase 6A,Approved,gene with protein product,7994,601408,,,,
HGNC:56157,KAT6A-AS1,KAT6A antisense RNA 1,Approved,RNA, long non-coding,105379393,,,,
HGNC:17582,KAT6B,lysine acetyltransferase 6B,Approved,gene with protein product,23522,605880,,,,
HGNC:17016,KAT7,lysine acetyltransferase 7,Approved,gene with protein product,11143,609880,,,,
HGNC:55026,KAT7P1,KAT7 pseudogene 1,Approved,pseudogene,648927,,,,,
HGNC:17933,KAT8,lysine acetyltransferase 8,Approved,gene with protein product,84148,609912,,,,
HGNC:15904,KAT14,lysine acetyltransferase 14,Approved,gene with protein product,57325,617501,,,,
HGNC:6216,KATNA1,katanin catalytic subunit A1,Approved,gene with protein product,11104,606696,,,,
HGNC:28361,KATNAL1,katanin catalytic subunit A1 like 1,Approved,gene with protein product,84056,614764,,,,
HGNC:25387,KATNAL2,katanin catalytic subunit A1 like 2,Approved,gene with protein product,83473,614697,,,,
HGNC:6217,KATNB1,katanin regulatory subunit B1,Approved,gene with protein product,10300,602703,,,,
HGNC:26199,KATNBL1,katanin regulatory subunit B1 like 1,Approved,gene with protein product,79768,616235,,,,
HGNC:39724,KATNBL1P1,katanin regulatory subunit B1 like 1 pseudogene 1,Approved,pseudogene,100420919,,,,,
HGNC:49052,KATNBL1P2,katanin regulatory subunit B1 like 1 pseudogene 2,Approved,pseudogene,100130235,,,,,
HGNC:49053,KATNBL1P3,katanin regulatory subunit B1 like 1 pseudogene 3,Approved,pseudogene,100420946,,,,,
HGNC:49054,KATNBL1P4,katanin regulatory subunit B1 like 1 pseudogene 4,Approved,pseudogene,100128982,,,,,
HGNC:49055,KATNBL1P5,katanin regulatory subunit B1 like 1 pseudogene 5,Approved,pseudogene,100420841,,,,,
HGNC:49056,KATNBL1P6,katanin regulatory subunit B1 like 1 pseudogene 6,Approved,pseudogene,729176,,,,,
HGNC:29068,KATNIP,katanin interacting protein,Approved,gene with protein product,23247,616650,,,,
HGNC:25460,KAZALD1,Kazal type serine peptidase inhibitor domain 1,Approved,gene with protein product,81621,609208,,,,
HGNC:29173,KAZN,kazrin, periplakin interacting protein,Approved,gene with protein product,23254,618301,,,
HGNC:53610,KAZN-AS1,KAZN antisense RNA 1,Approved,RNA, long non-coding,105376762,,,,
HGNC:21751,KBTBD2,kelch repeat and BTB domain containing 2,Approved,gene with protein product,25948,619393,,,,
HGNC:22934,KBTBD3,kelch repeat and BTB domain containing 3,Approved,gene with protein product,143879,,,,,
HGNC:23761,KBTBD4,kelch repeat and BTB domain containing 4,Approved,gene with protein product,55709,617645,,,,
HGNC:25340,KBTBD6,kelch repeat and BTB domain containing 6,Approved,gene with protein product,89890,617738,,,,
HGNC:25266,KBTBD7,kelch repeat and BTB domain containing 7,Approved,gene with protein product,84078,617739,,,,
HGNC:30691,KBTBD8,kelch repeat and BTB domain containing 8,Approved,gene with protein product,84541,616607,,,,
HGNC:29104,KBTBD11,kelch repeat and BTB domain containing 11,Approved,gene with protein product,9920,618794,,,,
HGNC:55530,KBTBD11-AS1,KBTBD11 antisense RNA 1,Approved,RNA, long non-coding,101928058,,,,
HGNC:49147,KBTBD11-OT1,KBTBD11 overlapping transcript 1,Approved,RNA, long non-coding,104266957,,,,
HGNC:25731,KBTBD12,kelch repeat and BTB domain containing 12,Approved,gene with protein product,166348,,,,,
HGNC:37227,KBTBD13,kelch repeat and BTB domain containing 13,Approved,gene with protein product,390594,613727,,,,
HGNC:20589,KCMF1,potassium channel modulatory factor 1,Approved,gene with protein product,56888,614719,,,,
HGNC:6218,KCNA1,potassium voltage-gated channel subfamily A member 1,Approved,gene with protein product,3736,176260,,,,
HGNC:6220,KCNA2,potassium voltage-gated channel subfamily A member 2,Approved,gene with protein product,3737,176262,,,,
HGNC:6221,KCNA3,potassium voltage-gated channel subfamily A member 3,Approved,gene with protein product,3738,176263,,,,
HGNC:6222,KCNA4,potassium voltage-gated channel subfamily A member 4,Approved,gene with protein product,3739,176266,,,,
HGNC:6224,KCNA5,potassium voltage-gated channel subfamily A member 5,Approved,gene with protein product,3741,176267,,,,
HGNC:6225,KCNA6,potassium voltage-gated channel subfamily A member 6,Approved,gene with protein product,3742,176257,,,,
HGNC:6226,KCNA7,potassium voltage-gated channel subfamily A member 7,Approved,gene with protein product,3743,176268,,,,
HGNC:6219,KCNA10,potassium voltage-gated channel subfamily A member 10,Approved,gene with protein product,3744,602420,,,,
HGNC:6228,KCNAB1,potassium voltage-gated channel subfamily A regulatory beta subunit 1,Approved,gene with protein product,7881,601141,,,,
HGNC:40316,KCNAB1-AS1,KCNAB1 antisense RNA 1,Approved,RNA, long non-coding,100874084,,,,
HGNC:40315,KCNAB1-AS2,KCNAB1 antisense RNA 2,Approved,RNA, long non-coding,100874083,,,,
HGNC:6229,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,Approved,gene with protein product,8514,601142,,,,
HGNC:6230,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3,Approved,gene with protein product,9196,604111,,,,
HGNC:6231,KCNB1,potassium voltage-gated channel subfamily B member 1,Approved,gene with protein product,3745,600397,,,,
HGNC:6232,KCNB2,potassium voltage-gated channel subfamily B member 2,Approved,gene with protein product,9312,607738,,,,
HGNC:6233,KCNC1,potassium voltage-gated channel subfamily C member 1,Approved,gene with protein product,3746,176258,,,,
HGNC:6234,KCNC2,potassium voltage-gated channel subfamily C member 2,Approved,gene with protein product,3747,176256,,,,
HGNC:6235,KCNC3,potassium voltage-gated channel subfamily C member 3,Approved,gene with protein product,3748,176264,,,,
HGNC:6236,KCNC4,potassium voltage-gated channel subfamily C member 4,Approved,gene with protein product,3749,176265,,,,
HGNC:39958,KCNC4-DT,KCNC4 divergent transcript,Approved,RNA, long non-coding,100873974,,,,
HGNC:6237,KCND1,potassium voltage-gated channel subfamily D member 1,Approved,gene with protein product,3750,300281,,,,
HGNC:6238,KCND2,potassium voltage-gated channel subfamily D member 2,Approved,gene with protein product,3751,605410,,,,
HGNC:6239,KCND3,potassium voltage-gated channel subfamily D member 3,Approved,gene with protein product,3752,605411,,,,
HGNC:40317,KCND3-AS1,KCND3 antisense RNA 1,Approved,RNA, long non-coding,100873995,,,,
HGNC:41350,KCND3-IT1,KCND3 intronic transcript 1,Approved,RNA, long non-coding,100874295,,,,
HGNC:6240,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1,Approved,gene with protein product,3753,176261,,,,
HGNC:6242,KCNE2,potassium voltage-gated channel subfamily E regulatory subunit 2,Approved,gene with protein product,9992,603796,,,,
HGNC:6243,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3,Approved,gene with protein product,10008,604433,,,,
HGNC:6244,KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4,Approved,gene with protein product,23704,607775,,,,
HGNC:6241,KCNE5,potassium voltage-gated channel subfamily E regulatory subunit 5,Approved,gene with protein product,23630,300328,,,,
HGNC:6246,KCNF1,potassium voltage-gated channel modifier subfamily F member 1,Approved,gene with protein product,3754,603787,,,,
HGNC:6248,KCNG1,potassium voltage-gated channel modifier subfamily G member 1,Approved,gene with protein product,3755,603788,,,,
HGNC:6249,KCNG2,potassium voltage-gated channel modifier subfamily G member 2,Approved,gene with protein product,26251,605696,,,,
HGNC:18306,KCNG3,potassium voltage-gated channel modifier subfamily G member 3,Approved,gene with protein product,170850,606767,,,,
HGNC:19697,KCNG4,potassium voltage-gated channel modifier subfamily G member 4,Approved,gene with protein product,93107,607603,,,,
HGNC:6250,KCNH1,potassium voltage-gated channel subfamily H member 1,Approved,gene with protein product,3756,603305,,,,
HGNC:41351,KCNH1-IT1,KCNH1 intronic transcript 1,Approved,RNA, long non-coding,100874296,,,,
HGNC:6251,KCNH2,potassium voltage-gated channel subfamily H member 2,Approved,gene with protein product,3757,152427,,,,
HGNC:6252,KCNH3,potassium voltage-gated channel subfamily H member 3,Approved,gene with protein product,23416,604527,,,,
HGNC:6253,KCNH4,potassium voltage-gated channel subfamily H member 4,Approved,gene with protein product,23415,604528,,,,
HGNC:6254,KCNH5,potassium voltage-gated channel subfamily H member 5,Approved,gene with protein product,27133,605716,,,,
HGNC:18862,KCNH6,potassium voltage-gated channel subfamily H member 6,Approved,gene with protein product,81033,608168,,,,
HGNC:18863,KCNH7,potassium voltage-gated channel subfamily H member 7,Approved,gene with protein product,90134,608169,,,,
HGNC:40858,KCNH7-AS1,KCNH7 antisense RNA 1,Approved,RNA, long non-coding,101929570,,,,
HGNC:18864,KCNH8,potassium voltage-gated channel subfamily H member 8,Approved,gene with protein product,131096,608260,,,,
HGNC:15521,KCNIP1,potassium voltage-gated channel interacting protein 1,Approved,gene with protein product,30820,604660,,,,
HGNC:40710,KCNIP1-AS1,KCNIP1 antisense RNA 1,Approved,RNA, long non-coding,105377716,,,,
HGNC:40320,KCNIP1-OT1,KCNIP1 overlapping transcript 1,Approved,RNA, long non-coding,101928033,,,,
HGNC:15522,KCNIP2,potassium voltage-gated channel interacting protein 2,Approved,gene with protein product,30819,604661,,,,
HGNC:48680,KCNIP2-AS1,KCNIP2 antisense RNA 1,Approved,RNA, long non-coding,100289509,,,,
HGNC:15523,KCNIP3,potassium voltage-gated channel interacting protein 3,Approved,gene with protein product,30818,604662,,,,
HGNC:30083,KCNIP4,potassium voltage-gated channel interacting protein 4,Approved,gene with protein product,80333,608182,,,,
HGNC:29895,KCNIP4-IT1,KCNIP4 intronic transcript 1,Approved,RNA, long non-coding,359822,,,,
HGNC:6255,KCNJ1,potassium inwardly rectifying channel subfamily J member 1,Approved,gene with protein product,3758,600359,,,,
HGNC:6263,KCNJ2,potassium inwardly rectifying channel subfamily J member 2,Approved,gene with protein product,3759,600681,,,,
HGNC:43720,KCNJ2-AS1,KCNJ2 antisense RNA 1,Approved,RNA, long non-coding,400617,,,,
